Province,City,LatLng
Iloilo,Leon,10.783; 122.383
Iloilo,Maasin,10.883; 122.433
Iloilo,Miagao,10.650; 122.233
Iloilo,Mina,10.933; 122.583
Iloilo,New Lucena,10.883; 122.600
Iloilo,Oton,10.700; 122.467
Iloilo,Pavia,10.77500; 122.54194
Iloilo,Pototan,10.950; 122.633
Iloilo,San Dionisio,11.267; 123.083
Iloilo,San Enrique,11.067; 122.650
Iloilo,San Joaquin,10.600; 122.083
Iloilo,San Miguel,10.783; 122.467
Iloilo,San Rafael,11.167; 122.833
Iloilo,Santa Barbara,10.883; 122.483
Iloilo,Sara,11.250; 123.017
Iloilo,Tigbauan,10.717; 122.383
Iloilo,Tubungan,10.783; 122.300
Iloilo,Zarraga,10.817; 122.600
Isabela,Cauayan City,""
Isabela,Santiago City,""
Isabela,Alicia,16.783; 121.700
Isabela,Angadanan,16.750; 121.750
Isabela,Aurora,16.99194; 121.63694
Isabela,Benito Soliven,16.983; 121.950
Isabela,Burgos,17.067; 121.700
Isabela,Cabagan,17.433; 121.767
Isabela,Cabatuan,16.95889; 121.66917
Isabela,Cordon,16.667; 121.450
Isabela,Delfin Albano,17.317; 121.783
Isabela,Dinapigue,16.667; 122.350
Isabela,Divilacan,17.333; 122.300
Isabela,Echague,16.700; 121.650
Isabela,Gamu,17.050; 121.833
Isabela,Ilagan City,""
Isabela,Jones,16.55806; 121.70694
Isabela,Luna,16.967; 121.733
Isabela,Maconacon,17.433; 122.233
Isabela,Mallig,17.200; 121.617
Isabela,Naguilian,17.02667; 121.83500
Isabela,Palanan,17.05889; 122.43000
Isabela,Quezon,17.317; 121.617
Isabela,Quirino,17.133; 121.700
Isabela,Ramon,16.783; 121.533
Isabela,Reina Mercedes,16.983; 121.783
Isabela,Roxas,17.117; 121.617
Isabela,San Agustin,16.517; 121.750
Isabela,San Guillermo,16.767; 121.800
Isabela,San Isidro,16.867; 121.767
Isabela,San Manuel,17.017; 121.633
Isabela,San Mariano,16.983; 122.017
Isabela,San Mateo,16.883; 121.583
Isabela,San Pablo,17.467; 121.983
Isabela,Santa Maria,17.467; 121.750
Isabela,Santo Tomas,17.400; 121.767
Isabela,Tumauini,17.267; 121.800
Kalinga,Tabuk,17.45000; 121.45833
Kalinga,Balbalan,17.450; 121.150
Kalinga,Lubuagan,17.350; 121.183
Kalinga,Pasil,17.383; 121.150
Kalinga,Pinukpuk,17.600; 121.367
Kalinga,Rizal,17.500; 121.600
Kalinga,Tanudan,17.300; 121.233
Kalinga,Tinglayan,17.283; 121.167
La Union,San Fernando City,""
La Union,Agoo,16.32500; 120.36861
La Union,Aringay,16.383; 120.417
La Union,Bacnotan,16.717; 120.350
La Union,Bagulin,16.60833; 120.43944
La Union,Balaoan,16.817; 120.400
La Union,Bangar,16.89806; 120.42306
La Union,Bauang,16.53083; 120.33306
La Union,Burgos,16.517; 120.467
La Union,Caba,16.433; 120.350
La Union,Luna,16.85389; 120.38111
La Union,Naguilian,16.533; 120.400
La Union,Pugo,16.283; 120.483
La Union,Rosario,16.23194; 120.48806
La Union,San Gabriel,16.6750; 120.400
La Union,San Juan,16.66889; 120.34111
La Union,Santo Tomas,16.26361; 120.39389
La Union,Santol,16.767; 120.450
La Union,Sudipen,16.900; 120.450
La Union,Tubao,16.350; 120.417
Laguna,Biñan City,""
Laguna,Calamba City,""
Laguna,San Pablo City,""
Laguna,Santa Rosa City,""
Laguna,Alaminos,14.06306; 121.24806
Laguna,Bay,14.183; 121.283
Laguna,Cabuyao,""
Laguna,Calauan,14.150; 121.317
Laguna,Cavinti,14.250; 121.517
Laguna,Famy,14.433; 121.450
Laguna,Kalayaan,14.350; 121.567
Laguna,Liliw,14.133; 121.433
Laguna,Los Baños,14.167; 121.217
Laguna,Luisiana,14.183; 121.517
Laguna,Lumban,14.29806; 121.46000
Laguna,Mabitac,14.42750; 121.42667
Laguna,Magdalena,14.200; 121.433
Laguna,Majayjay,14.150; 121.467
Laguna,Nagcarlan,14.133; 121.417
Laguna,Paete,14.367; 121.483
Laguna,Pagsanjan,14.27306; 121.45389
Laguna,Pakil,14.383; 121.483
Laguna,Pangil,14.40306; 121.46611
Laguna,Pila,14.233; 121.367
Laguna,Rizal,14.10917; 121.39444
Laguna,San Pedro,14.3583; 121.0583
Laguna,Santa Cruz,14.27861; 121.41556
Laguna,Santa Maria,14.47000; 121.42611
Laguna,Siniloan,14.417; 121.450
Laguna,Victoria,14.22694; 121.32806
Lanao del Norte,Iligan City,""
Lanao del Norte,Bacolod,8.183; 124.017
Lanao del Norte,Baloi,8.117; 124.217
Lanao del Norte,Baroy,8.033; 123.783
Lanao del Norte,Kapatagan,7.900; 123.767
Lanao del Norte,Kauswagan,8.183; 124.083
Lanao del Norte,Kolambugan,8.117; 123.900
Lanao del Norte,Lala,7.967; 123.750
Lanao del Norte,Linamon,8.183; 124.167
Lanao del Norte,Magsaysay,8.033; 123.917
Lanao del Norte,Maigo,8.150; 123.967
Lanao del Norte,Matungao,8.133; 124.167
Lanao del Norte,Munai,7.983; 124.067
Lanao del Norte,Nunungan,7.817; 123.967
Lanao del Norte,Pantao Ragat,8.050; 124.150
Lanao del Norte,Pantar,8.067; 124.267
Lanao del Norte,Poona Piagapo,8.083; 124.083
Lanao del Norte,Salvador,7.900; 123.850
Lanao del Norte,Sapad,7.850; 123.833
Lanao del Norte,Sultan Naga Dimaporo,7.783; 123.750
Lanao del Norte,Tagoloan,8.133; 124.267
Lanao del Norte,Tangcal,8.000; 124.000
Lanao del Norte,Tubod,8.050; 123.800
Lanao del Sur,Marawi City,""
Lanao del Sur,Bacolod-Kalawi,7.850; 124.133
Lanao del Sur,Balabagan,7.533; 124.117
Lanao del Sur,Balindong,7.917; 124.200
Lanao del Sur,Bayang,7.79306; 124.19194
Lanao del Sur,Binidayan,7.800; 124.167
Lanao del Sur,Buadiposo-Buntong,7.967; 124.383
Lanao del Sur,Bubong,8.017; 124.483
Lanao del Sur,Bumbaran,7.800; 124.650
Lanao del Sur,Butig,7.717; 124.300
Lanao del Sur,Calanogas,7.750; 124.100
Lanao del Sur,Ditsaan-Ramain,7.967; 124.350
Lanao del Sur,Ganassi,7.833; 124.100
Lanao del Sur,Kapai,8.083; 124.400
Lanao del Sur,Kapatagan,7.450; 124.133
Lanao del Sur,Lumba-Bayabao,7.883; 124.383
Lanao del Sur,Lumbaca-Unayan,7.767; 124.250
Lanao del Sur,Lumbatan,7.783; 124.250
Lanao del Sur,Lumbayanague,7.783; 124.283
Lanao del Sur,Madalum,7.850; 124.117
Lanao del Sur,Madamba,7.883; 124.067
Lanao del Sur,Maguing,7.900; 124.400
Lanao del Sur,Malabang,7.583; 124.067
Lanao del Sur,Marantao,7.950; 124.233
Lanao del Sur,Marogong,7.667; 124.150
Lanao del Sur,Masiu,7.817; 124.317
Lanao del Sur,Mulondo,7.933; 124.383
Lanao del Sur,Pagayawan,7.733; 124.117
Lanao del Sur,Piagapo,8.000; 124.200
Lanao del Sur,Poona Bayabao,7.850; 124.350
Lanao del Sur,Pualas,7.817; 124.067
Lanao del Sur,Saguiaran,8.033; 124.267
Lanao del Sur,Sultan Dumalondong,7.67778; 124.26778
Lanao del Sur,Picong,7.683; 123.950
Lanao del Sur,Tagoloan II,""
Lanao del Sur,Tamparan,7.883; 124.333
Lanao del Sur,Taraka,7.900; 124.350
Lanao del Sur,Tubaran,7.717; 124.167
Lanao del Sur,Tugaya,7.883; 124.167
Lanao del Sur,Wao,7.683; 124.683
Leyte,Ormoc City,""
Leyte,Tacloban City,""
Leyte,Abuyog,10.733; 125.017
Leyte,Alangalang,11.200; 124.850
Leyte,Albuera,10.917; 124.700
Leyte,Babatngon,11.417; 124.850
Leyte,Barugo,11.317; 124.733
Leyte,Bato,10.333; 124.800
Leyte,Baybay,""
Leyte,Burauen,10.983; 124.900
Leyte,Calubian,11.450; 124.417
Leyte,Capoocan,11.283; 124.650
Leyte,Carigara,11.300; 124.683
Leyte,Dagami,11.06111; 124.90306
Leyte,Dulag,10.950; 125.033
Leyte,Hilongos,10.367; 124.750
Leyte,Hindang,10.450; 124.800
Leyte,Inopacan,10.500; 124.750
Leyte,Isabel,10.933; 124.433
Leyte,Jaro,11.183; 124.783
Leyte,Javier,10.800; 124.933
Leyte,Julita,10.967; 124.967
Leyte,Kananga,11.183; 124.567
Leyte,La Paz,10.883; 124.950
Leyte,Leyte,11.367; 124.483
Leyte,Liloan,""
Leyte,MacArthur,""
Leyte,Mahaplag,10.583; 124.983
Leyte,Matag-ob,11.117; 124.467
Leyte,Matalom,10.283; 124.800
Leyte,Mayorga,10.900; 125.000
Leyte,Merida,10.917; 124.533
Leyte,Palo,11.15750; 124.99083
Leyte,Palompon,11.050; 124.383
Leyte,Pastrana,11.133; 124.883
Leyte,San Isidro,11.417; 124.350
Leyte,San Miguel,11.267; 124.833
Leyte,Santa Fe,11.183; 124.917
Leyte,Sogod,""
Leyte,Tabango,11.317; 124.367
Leyte,Tabontabon,11.03; 124.97
Leyte,Tanauan,11.12; 125.02
Leyte,Tolosa,11.033; 125.017
Leyte,Tunga,11.250; 124.750
Leyte,Villaba,11.217; 124.400
Maguindanao,Cotabato City,""
Maguindanao,Ampatuan,6.867; 124.467
Maguindanao,Barira,7.483; 124.300
Maguindanao,Buldon,7.517; 124.367
Maguindanao,Buluan,6.86667; 124.75000
Maguindanao,Datu Abdullah Sangki,6.751722; 124.491861
Maguindanao,Datu Anggal Midtimbang,6.93333; 124.33333
Maguindanao,Datu Blah T. Sinsuat,6.92278; 123.96833
Maguindanao,Datu Hoffer Ampatuan,6.8666694; 124.45000
Maguindanao,Datu Montawal,7.10000; 124.76667
Maguindanao,Datu Odin Sinsuat,7.18889; 124.18389
Maguindanao,Datu Paglas,6.76694; 124.85000
Maguindanao,Datu Piang,7.03333; 124.50000
Maguindanao,Datu Salibo,7.0166694; 124.50000
Maguindanao,Datu Saudi-Ampatuan,6.95722; 124.44444
Maguindanao,Datu Unsay,6.92083; 124.45333
Maguindanao,General Salipada K. Pendatun,6.79694; 124.70250
Maguindanao,Guindulungan,6.96583; 124.34806
Maguindanao,Kabuntalan,7.11667; 124.38333
Maguindanao,Mamasapano,6.97194; 124.48111
Maguindanao,Mangudadatu,6.68750; 124.82500
Maguindanao,Matanog,7.467; 124.250
Maguindanao,Northern Kabuntalan,7.13333; 124.46667
Maguindanao,Pagalungan,7.057000; 124.701000
Maguindanao,Paglat,6.70000; 124.78333
Maguindanao,Pandag,6.78333; 124.80000
Maguindanao,Parang,7.33333; 124.31667
Maguindanao,Rajah Buayan,6.91083; 124.55083
Maguindanao,Shariff Aguak,6.86472; 124.44167
Maguindanao,Shariff Saydona Mustapha,6.9666694; 124.50000
Maguindanao,South Upi,6.8548444; 124.1443028
Maguindanao,Sultan Kudarat,7.233; 124.250
Maguindanao,Sultan Mastura,7.283; 124.300
Maguindanao,Sultan sa Barongis,6.80000; 124.63333
Maguindanao,Talayan,6.96667; 124.41667
Maguindanao,Talitay,""
Maguindanao,Upi,7.02889; 124.16500
Marinduque,Boac,13.450; 121.833
Marinduque,Buenavista,13.25389; 121.94361
Marinduque,Gasan,13.317; 121.850
Marinduque,Mogpog,13.47444; 121.86139
Marinduque,Santa Cruz,13.47667; 122.02667
Marinduque,Torrijos,13.317; 122.083
Masbate,Masbate City,""
Masbate,Aroroy,12.500; 123.400
Masbate,Baleno,12.467; 123.483
Masbate,Balud,12.033; 123.200
Masbate,Batuan,12.417; 123.767
Masbate,Cataingan,12.000; 123.983
Masbate,Cawayan,12.033; 123.683
Masbate,Claveria,12.900; 123.250
Masbate,Dimasalang,12.183; 123.867
Masbate,Esperanza,11.733; 124.050
Masbate,Mandaon,12.233; 123.283
Masbate,Milagros,12.233; 123.500
Masbate,Mobo,12.333; 123.650
Masbate,Monreal,12.633; 123.667
Masbate,Palanas,12.150; 123.917
Masbate,Pio V. Corpuz,11.900; 124.033
Masbate,Placer,11.867; 123.917
Masbate,San Fernando,12.483; 123.750
Masbate,San Jacinto,12.567; 123.733
Masbate,San Pascual,13.133; 122.983
Masbate,Uson,12.217; 123.783
Metro Manila,Caloocan,""
Metro Manila,Las Piñas,""
Metro Manila,Makati,""
Metro Manila,Malabon,""
Metro Manila,Mandaluyong,""
Metro Manila,Manila,""
Metro Manila,Marikina,""
Metro Manila,Muntinlupa,""
Metro Manila,Navotas,""
Metro Manila,Parañaque,""
Metro Manila,Pasay,""
Metro Manila,Pasig,""
Metro Manila,Quezon City,""
Metro Manila,San Juan City,""
Metro Manila,Taguig,""
Metro Manila,Valenzuela City,""
Metro Manila,Pateros,14.5417; 121.0667
Misamis Occidental,Oroquieta City,""
Misamis Occidental,Ozamiz City,""
Misamis Occidental,Tangub City,""
Misamis Occidental,Aloran,8.417; 123.817
Misamis Occidental,Baliangao,8.667; 123.600
Misamis Occidental,Bonifacio,8.100; 123.600
Misamis Occidental,Calamba,8.55833; 123.64167
Misamis Occidental,Clarin,8.200; 123.850
Misamis Occidental,Concepcion,8.417; 123.600
Misamis Occidental,Don Victoriano Chiongbian,8.300; 123.583
Misamis Occidental,Jimenez,8.333; 123.833
Misamis Occidental,Lopez Jaena,8.550; 123.767
Misamis Occidental,Panaon,8.367; 123.833
Misamis Occidental,Plaridel,8.617; 123.700
Misamis Occidental,Sapang Dalaga,8.550; 123.567
Misamis Occidental,Sinacaban,8.283; 123.733
Misamis Occidental,Tudela,8.250; 123.833
Misamis Oriental,Cagayan de Oro,""
Misamis Oriental,Gingoog City,""
Misamis Oriental,Alubijid,8.567; 124.467
Misamis Oriental,Balingasag,8.750; 124.783
Misamis Oriental,Balingoan,9.000; 124.850
Misamis Oriental,Binuangan,8.917; 124.800
Misamis Oriental,Claveria,8.617; 124.883
Misamis Oriental,El Salvador,8.567; 124.517
Misamis Oriental,Gitagum,8.600; 124.400
Misamis Oriental,Initao,8.500; 124.317
Misamis Oriental,Jasaan,8.650; 124.750
Misamis Oriental,Kinoguitan,8.983; 124.817
Misamis Oriental,Lagonglong,8.800; 124.783
Misamis Oriental,Laguindingan,8.583; 124.450
Misamis Oriental,Libertad,8.55833; 124.35000
Misamis Oriental,Lugait,8.333; 124.267
Misamis Oriental,Magsaysay,9.017; 125.183
Misamis Oriental,Manticao,8.383; 124.283
Misamis Oriental,Medina,8.917; 125.017
Misamis Oriental,Naawan,8.433; 124.300
Misamis Oriental,Opol,8.517; 124.567
Misamis Oriental,Salay,8.867; 124.800
Misamis Oriental,Sugbongcogon,8.950; 124.783
Misamis Oriental,Tagoloan,8.533; 124.750
Misamis Oriental,Talisayan,8.99167; 124.88333
Misamis Oriental,Villanueva,8.583; 124.783
Mountain Province,Barlig,17.083; 121.150
Mountain Province,Bauko,16.983; 120.867
Mountain Province,Besao,17.100; 120.817
Mountain Province,Bontoc,17.08722; 120.97556
Mountain Province,Natonin,17.100; 121.283
Mountain Province,Paracelis,17.267; 121.467
Mountain Province,Sabangan,16.950; 120.917
Mountain Province,Sadanga,17.167; 121.033
Mountain Province,Sagada,17.083; 120.900
Mountain Province,Tadian,17.000; 120.817
Negros Occidental,Bacolod City,""
Negros Occidental,Bago City,""
Negros Occidental,Cadiz City,""
Negros Occidental,Escalante City,""
Negros Occidental,Himamaylan City,""
Negros Occidental,Kabankalan City,""
Negros Occidental,La Carlota City,""
Negros Occidental,Sagay City,""
Negros Occidental,San Carlos City,""
Negros Occidental,Silay City,""
Negros Occidental,Sipalay City,""
Negros Occidental,Talisay City,""
Negros Occidental,Victorias City,""
Negros Occidental,Binalbagan,10.200; 122.867
Negros Occidental,Calatrava,10.600; 123.483
Negros Occidental,Candoni,9.8310444; 122.6429806
Negros Occidental,Cauayan,9.967; 122.617
Negros Occidental,Enrique B. Magalona,10.883; 122.967
Negros Occidental,Hinigaran,10.267; 122.850
Negros Occidental,Hinoba-an,9.583; 122.467
Negros Occidental,Ilog,10.033; 122.767
Negros Occidental,Isabela,10.200; 122.983
Negros Occidental,La Castellana,10.350; 123.067
Negros Occidental,Manapla,10.95; 123.12
Negros Occidental,Moises Padilla,10.267; 123.083
Negros Occidental,Murcia,10.6; 123.03
Negros Occidental,Pontevedra,10.367; 122.883
Negros Occidental,Pulupandan,10.517; 122.800
Negros Occidental,Salvador Benedicto,10.550; 123.233
Negros Occidental,San Enrique,10.417; 122.850
Negros Occidental,Toboso,10.717; 123.517
Negros Occidental,Valladolid,10.467; 122.833
Negros Oriental,Bais City,""
Negros Oriental,Bayawan City,""
Negros Oriental,Canlaon City,""
Negros Oriental,Guihulngan City,""
Negros Oriental,Dumaguete City,""
Negros Oriental,Tanjay City,""
Negros Oriental,Amlan,9.450; 123.233
Negros Oriental,Ayungon,9.850; 123.133
Negros Oriental,Bacong,9.250; 123.283
Negros Oriental,Basay,9.417; 122.633
Negros Oriental,Bindoy,9.767; 123.133
Negros Oriental,Dauin,9.200; 123.267
Negros Oriental,Jimalalud,9.983; 123.200
Negros Oriental,La Libertad,10.033; 123.217
Negros Oriental,Mabinay,9.733; 122.917
Negros Oriental,Manjuyod,9.683; 123.150
Negros Oriental,Pamplona,9.467; 123.117
Negros Oriental,San Jose,9.417; 123.233
Negros Oriental,Santa Catalina,9.333; 122.867
Negros Oriental,Siaton,9.067; 123.033
Negros Oriental,Sibulan,9.350; 123.283
Negros Oriental,Tayasan,9.917; 123.150
Negros Oriental,Valencia,9.283; 123.250
Negros Oriental,Vallehermoso,10.333; 123.317
Negros Oriental,Zamboanguita,9.117; 123.200
Northern Samar,Allen,12.500; 124.283
Northern Samar,Biri,12.667; 124.383
Northern Samar,Bobon,12.517; 124.567
Northern Samar,Capul,12.417; 124.183
Northern Samar,Catarman,12.450; 124.650
Northern Samar,Catubig,12.400; 125.050
Northern Samar,Gamay,12.383; 125.300
Northern Samar,Laoang,12.567; 125.017
Northern Samar,Lapinig,""
Northern Samar,Las Navas,""
Northern Samar,Lavezares,12.533; 124.333
Northern Samar,Lope de Vega,12.300; 124.617
Northern Samar,Mapanas,""
Northern Samar,Mondragon,12.517; 124.750
Northern Samar,Palapag,""
Northern Samar,Pambujan,12.567; 124.933
Northern Samar,Rosario,12.517; 124.417
Northern Samar,San Antonio,12.417; 124.267
Northern Samar,San Isidro,""
Northern Samar,San Jose,""
Northern Samar,San Roque,""
Northern Samar,San Vicente,12.35; 124.05
Northern Samar,Silvino Lobos,12.300; 124.833
Northern Samar,Victoria,12.450; 124.317
Nueva Ecija,Cabanatuan City,""
Nueva Ecija,Gapan City,""
Nueva Ecija,Science City of Muñoz,""
Nueva Ecija,Palayan City,""
Nueva Ecija,San Jose City,""
Nueva Ecija,Aliaga,15.50000; 120.84389
Nueva Ecija,Bongabon,15.63111; 121.14389
Nueva Ecija,Cabiao,15.250; 120.850
Nueva Ecija,Carranglan,15.967; 121.067
Nueva Ecija,Cuyapo,15.783; 120.667
Nueva Ecija,Gabaldon,15.533; 121.317
Nueva Ecija,General Mamerto Natividad,15.600; 121.050
Nueva Ecija,General Tinio,15.350; 121.050
Nueva Ecija,Guimba,15.65806; 120.76889
Nueva Ecija,Jaen,15.333; 120.900
Nueva Ecija,Laur,15.583; 121.183
Nueva Ecija,Licab,15.550; 120.767
Nueva Ecija,Llanera,15.667; 121.017
Nueva Ecija,Lupao,15.883; 120.900
Nueva Ecija,Nampicuan,15.733; 120.633
Nueva Ecija,Pantabangan,15.817; 121.150
Nueva Ecija,Peñaranda,15.350; 121.000
Nueva Ecija,Quezon,15.550; 120.817
Nueva Ecija,Rizal,15.683; 121.167
Nueva Ecija,San Antonio,15.383; 120.800
Nueva Ecija,San Isidro,15.267; 120.900
Nueva Ecija,San Leonardo,15.367; 120.967
Nueva Ecija,Santa Rosa,15.42389; 120.93889
Nueva Ecija,Santo Domingo,15.583; 120.867
Nueva Ecija,Talavera,15.583; 120.917
Nueva Ecija,Talugtug,15.77889; 120.81111
Nueva Ecija,Zaragoza,15.45306; 120.79111
Nueva Vizcaya,Alfonso Castaneda,15.800; 121.300
Nueva Vizcaya,Ambaguio,16.517; 121.017
Nueva Vizcaya,Aritao,16.300; 121.033
Nueva Vizcaya,Bagabag,16.600; 121.267
Nueva Vizcaya,Bambang,16.383; 121.117
Nueva Vizcaya,Bayombong,16.483; 121.150
Nueva Vizcaya,Diadi,16.633; 121.350
Nueva Vizcaya,Dupax del Norte,16.28639; 121.09417
Nueva Vizcaya,Dupax del Sur,16.283; 121.100
Nueva Vizcaya,Kasibu,16.317; 121.283
Nueva Vizcaya,Kayapa,16.417; 120.917
Nueva Vizcaya,Quezon,16.500; 121.267
Nueva Vizcaya,Santa Fe,16.16194; 120.93889
Nueva Vizcaya,Solano,16.52389; 121.19194
Nueva Vizcaya,Villaverde,16.583; 121.200
Occidental Mindoro,Abra de Ilog,13.450; 120.733
Occidental Mindoro,Calintaan,12.57556; 120.94278
Occidental Mindoro,Looc,13.72167; 120.25056
Occidental Mindoro,Lubang,13.85778; 120.12333
Occidental Mindoro,Magsaysay,12.333; 121.150
Occidental Mindoro,Mamburao,13.217; 120.600
Occidental Mindoro,Paluan,13.417; 120.467
Occidental Mindoro,Rizal,12.467; 120.967
Occidental Mindoro,Sablayan,12.817; 120.767
Occidental Mindoro,San Jose,12.350; 121.067
Occidental Mindoro,Santa Cruz,13.117; 120.850
Oriental Mindoro,Calapan City,""
Oriental Mindoro,Baco,13.41250; 121.12861
Oriental Mindoro,Bansud,12.833; 121.367
Oriental Mindoro,Bongabong,12.717; 121.367
Oriental Mindoro,Bulalacao,12.333; 121.350
Oriental Mindoro,Gloria,12.917; 121.467
Oriental Mindoro,Mansalay,12.517; 121.433
Oriental Mindoro,Naujan,13.317; 121.300
Oriental Mindoro,Pinamalayan,13.000; 121.417
Oriental Mindoro,Pola,13.14389; 121.44000
Oriental Mindoro,Puerto Galera,13.500; 120.950
Oriental Mindoro,Roxas,12.583; 121.500
Oriental Mindoro,San Teodoro,13.433; 121.017
Oriental Mindoro,Socorro,13.067; 121.400
Oriental Mindoro,Victoria,13.367; 121.200
Palawan,Puerto Princesa City,""
Palawan,Aborlan,9.433; 118.550
Palawan,Agutaya,11.150; 120.950
Palawan,Araceli,10.333; 119.600
Palawan,Balabac,7.983; 117.050
Palawan,Bataraza,8.667; 117.617
Palawan,Brookes Point,""
Palawan,Busuanga,12.167; 119.950
Palawan,Cagayancillo,9.48194; 121.03611
Palawan,Coron,12.000; 120.200
Palawan,Culion,11.83528; 119.99333
Palawan,Cuyo,10.850; 121.017
Palawan,Dumaran,10.533; 119.767
Palawan,El Nido,11.333; 119.683
Palawan,Kalayaan,11.050; 114.283
Palawan,Linapacan,11.500; 119.867
Palawan,Magsaysay,10.867; 121.050
Palawan,Narra,9.283; 118.417
Palawan,Quezon,9.233; 118.033
Palawan,Rizal,8.683; 117.350
Palawan,Roxas,10.333; 119.333
Palawan,San Vicente,10.533; 119.283
Palawan,Sofronio Española,9.050; 118.033
Palawan,Taytay,10.817; 119.517
Pampanga,Angeles City,""
Pampanga,City of San Fernando,""
Pampanga,Apalit,14.950; 120.767
Pampanga,Arayat,15.150; 120.767
Pampanga,Bacolor,15.000; 120.650
Pampanga,Candaba,15.09333; 120.82833
Pampanga,Floridablanca,14.933; 120.500
Pampanga,Guagua,14.967; 120.633
Pampanga,Lubao,14.933; 120.600
Pampanga,Mabalacat,""
Pampanga,Macabebe,14.90806; 120.71556
Pampanga,Magalang,15.217; 120.667
Pampanga,Masantol,14.900; 120.717
Pampanga,Mexico,15.067; 120.717
Pampanga,Minalin,14.967; 120.683
Pampanga,Porac,15.07194; 120.54194
Pampanga,San Luis,15.04000; 120.79194
Pampanga,San Simon,14.99306; 120.77694
Pampanga,Santa Ana,15.09389; 120.76806
Pampanga,Santa Rita,14.99528; 120.61528
Pampanga,Santo Tomas,14.967; 120.717
Pampanga,Sasmuan,14.933; 120.617
Pangasinan,Alaminos City,""
Pangasinan,Dagupan City,""
Pangasinan,San Carlos City,""
Pangasinan,Urdaneta City,""
Pangasinan,Agno,16.117; 119.800
Pangasinan,Aguilar,15.833; 120.200
Pangasinan,Alcala,15.84722; 120.52417
Pangasinan,Anda,16.283; 119.967
Pangasinan,Asingan,16.000; 120.667
Pangasinan,Balungao,15.900; 120.700
Pangasinan,Bani,16.200; 119.850
Pangasinan,Basista,15.850; 120.400
Pangasinan,Bautista,15.783; 120.500
Pangasinan,Bayambang,15.81056; 120.45472
Pangasinan,Binalonan,16.050; 120.600
Pangasinan,Binmaley,16.033; 120.267
Pangasinan,Bolinao,16.333; 119.883
Pangasinan,Bugallon,15.917; 120.183
Pangasinan,Burgos,16.04639; 119.85667
Pangasinan,Calasiao,16.017; 120.367
Pangasinan,Dasol,15.98972; 119.88056
Pangasinan,Infanta,15.817; 119.900
Pangasinan,Labrador,16.000; 120.117
Pangasinan,Laoac,16.033; 120.550
Pangasinan,Lingayen,16.02000; 120.23083
Pangasinan,Mabini,16.06972; 119.94000
Pangasinan,Malasiqui,15.917; 120.417
Pangasinan,Manaoag,16.04389; 120.48556
Pangasinan,Mangaldan,16.067; 120.400
Pangasinan,Mangatarem,15.783; 120.300
Pangasinan,Mapandan,16.017; 120.450
Pangasinan,Natividad,16.050; 120.817
Pangasinan,Pozzorubio,""
Pangasinan,Rosales,15.883; 120.633
Pangasinan,San Fabian,16.150; 120.450
Pangasinan,San Jacinto,16.07250; 120.44111
Pangasinan,San Manuel,16.067; 120.667
Pangasinan,San Nicolas,16.07000; 120.76528
Pangasinan,San Quintin,15.98444; 120.81500
Pangasinan,Santa Barbara,16.00306; 120.40083
Pangasinan,Santa Maria,15.98083; 120.70028
Pangasinan,Santo Tomas,15.71194; 120.58472
Pangasinan,Sison,16.15694; 120.52222
Pangasinan,Sual,16.067; 120.100
Pangasinan,Tayug,16.02361; 120.74778
Pangasinan,Umingan,15.900; 120.800
Pangasinan,Urbiztondo,15.817; 120.350
Pangasinan,Villasis,15.900; 120.583
Quezon,Lucena City,""
Quezon,Tayabas City,""
Quezon,Agdangan,13.867; 121.917
Quezon,Alabat,14.100; 122.017
Quezon,Atimonan,14.000; 121.917
Quezon,Buenavista,13.73944; 122.46750
Quezon,Burdeos,14.84361; 121.96972
Quezon,Calauag,13.95750; 122.28750
Quezon,Candelaria,13.93111; 121.42333
Quezon,Catanauan,13.59167; 122.32500
Quezon,Dolores,14.09417; 121.33139
Quezon,General Luna,13.68806; 122.17083
Quezon,General Nakar,14.767; 121.617
Quezon,Guinayangan,13.900; 122.450
Quezon,Gumaca,13.917; 122.100
Quezon,Infanta,14.74250; 121.64944
Quezon,Jomalig,14.71250; 122.36972
Quezon,Lopez,13.883; 122.267
Quezon,Lucban,14.11333; 121.55694
Quezon,Macalelon,13.750; 122.133
Quezon,Mauban,14.183; 121.717
Quezon,Mulanay,13.500; 122.417
Quezon,Padre Burgos,13.917; 121.800
Quezon,Pagbilao,13.967; 121.700
Quezon,Panukulan,14.933; 121.817
Quezon,Patnanungan,14.783; 122.183
Quezon,Perez,14.183; 121.933
Quezon,Pitogo,13.783; 122.083
Quezon,Plaridel,13.950; 122.017
Quezon,Polillo,14.717; 121.950
Quezon,Quezon,14.050; 122.133
Quezon,Real,14.667; 121.600
Quezon,Sampaloc,14.167; 121.583
Quezon,San Andres,13.367; 122.650
Quezon,San Antonio,13.900; 121.300
Quezon,San Francisco,13.250; 122.583
Quezon,San Narciso,13.57000; 122.56500
Quezon,Sariaya,13.967; 121.533
Quezon,Tagkawayan,13.967; 122.533
Quezon,Tiaong,13.950; 121.317
Quezon,Unisan,13.833; 121.983
Quirino,Aglipay,16.467; 121.650
Quirino,Cabarroguis,16.583; 121.500
Quirino,Diffun,16.600; 121.467
Quirino,Maddela,16.350; 121.700
Quirino,Nagtipunan,16.217; 121.600
Quirino,Saguday,16.517; 121.600
Rizal,Antipolo City,""
